description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
锻造石升级w68	1			100					3	w67,qty=3							w68																																																																																							0
锻造石升级w69	1			100					3	w68,qty=3							w69																																																																																							0
锻造石升级w71	1			100					3	w70,qty=3							w71																																																																																							0
锻造石升级w72	1			100					3	w71,qty=3							w72																																																																																							0
锻造石升级w74	1			100					3	w73,qty=3							w74																																																																																							0
锻造石升级w75	1			100					3	w74,qty=3							w75																																																																																							0
锻造石升级w77	1			100					3	w76,qty=3							w77																																																																																							0
锻造石升级w78	1			100					3	w77,qty=3							w78																																																																																							0
锻造石升级w80	1			100					3	w79,qty=3							w80																																																																																							0
锻造石升级w81	1			100					3	w80,qty=3							w81																																																																																							0
暗金重铸	1			100					6	any,uni	"ud1,qty=4"	gem4					useitem,reg																																																																																							0
返镶嵌	1			100					4	any,sock	gem4,qty=2	jew					useitem,rem																																																																																							0
洗点（赦免徽章）合成	1			100					2	ibk,qty=2							toa																																																																																							0
暗金箭矢合成	1			100					5	aqv	r01	r02	r03	r04			z01,uni	6																																																																																						0
暗金箭矢普通升级	1			100					5	z01,uni	r11	r12	r13	r14			useitem	100			levelreq	100		10	20	swing1	60		2	8	dmg-norm	60		2	8	skilltab	20	0	1	1	att%	60		5	10																																																											0
暗金箭矢终极升级				100					5	z01,uni	r21	r23	r25	r27			useitem	100			levelreq	100		10	20	fast_w	10		5	10	Vampire_w	10		5	10	Boss_w	10		5	15	dmg_w	10		10	30																																																											0
暗金弩失合成	1			100					5	cqv	r01	r02	r03	r04			z02,uni	6																																																																																						0
暗金弩矢普通升级	1			100					5	z02,uni	r11	r12	r13	r14			useitem	100			levelreq	100		10	20	swing1	60		2	8	dmg-norm	60		2	8	skilltab	20	0	1	1	att%	60		5	10																																																											0
暗金弩矢终极升级				100					5	z02,uni	r21	r23	r25	r27			useitem	100			levelreq	100		10	20	fast_w	10		5	15	Vampire_w	10		5	15	Boss_w	10		5	15	dmg_w	10		10	30																																																											0
暗金转尘	1			0					2	any,uni	wms						ud1																													wms																																																										0
绿装转尘	1			0					2	any,set	wms						ud1																													wms																																																										0
法师冰_1转	1		0	100	18	368	3	sor	3	sc_w	r01	jew					useitem				zz_w			-1	-1	cast2			5	5	mag%			5	5	gold%			5	5	oskill		416	10	10																																																											0
法师冰_2转	1		1	100	18	368	2	sor	3	sc_w	r11	jew					useitem				zz_w			-1	-1	cast2			10	10	mag%			10	10	gold%			10	10	oskill		416	20	20																																																											0
法师冰_3转	1		2	100	18	368	1	sor	3	sc_w	r21	jew					useitem				zz_w			-1	-1	cast2			10	10	mag%			10	10	gold%			10	10	oskill		416	20	20																																																											0
法师电_1转	1		0	100	18	368	3	sor	3	sc_w	r02	jew					useitem				zz_w			-1	-1	cast2			5	5	pierce-ltng			5	5	balance2			5	5	oskill		417	10	10																																																											0
法师电_2转	1		1	100	18	368	2	sor	3	sc_w	r12	jew					useitem				zz_w			-1	-1	cast2			10	10	pierce-ltng			10	10	balance2			10	10	oskill		417	20	20																																																											0
法师电_3转	1		2	100	18	368	1	sor	3	sc_w	r22	jew					useitem				zz_w			-1	-1	cast2			10	10	pierce-ltng			10	10	balance2			10	10	oskill		417	20	20																																																											0
法师火_1转	1		0	100	18	368	3	sor	3	sc_w	r03	jew					useitem				zz_w			-1	-1	cast2			5	5	regen-mana			5	5	res-fire			5	5	oskill		418	10	10																																																											0
法师火_2转	1		1	100	18	368	2	sor	3	sc_w	r13	jew					useitem				zz_w			-1	-1	cast2			10	10	regen-mana			10	10	res-fire			10	10	oskill		418	20	20																																																											0
法师火_3转	1		2	100	18	368	1	sor	3	sc_w	r23	jew					useitem				zz_w			-1	-1	cast2			10	10	regen-mana			10	10	res-fire			10	10	oskill		418	20	20																																																											0
亚马逊标枪_1转	1		0	100	18	368	3	ama	3	sc_w	r01	jew					useitem				zz_w			-1	-1	move2			5	5	extra-ltng			5	5	pierce-ltng			5	5	oskill		419	10	10																																																											0
亚马逊标枪_2转	1		1	100	18	368	2	ama	3	sc_w	r11	jew					useitem				zz_w			-1	-1	move2			10	10	extra-ltng			10	10	pierce-ltng			10	10	oskill		419	20	20																																																											0
亚马逊标枪_3转	1		2	100	18	368	1	ama	3	sc_w	r21	jew					useitem				zz_w			-1	-1	move2			10	10	extra-ltng			10	10	pierce-ltng			10	10	oskill		419	20	20																																																											0
亚马逊被动_1转	1		0	100	18	368	3	ama	3	sc_w	r02	jew					useitem				zz_w			-1	-1	red-dmg%			5	5	res-mag			5	5	block2			5	5	oskill		420	10	10																																																											0
亚马逊被动_2转	1		1	100	18	368	2	ama	3	sc_w	r12	jew					useitem				zz_w			-1	-1	red-dmg%			10	10	res-mag			10	10	block2			10	10	oskill		420	20	20																																																											0
亚马逊被动_3转	1		2	100	18	368	1	ama	3	sc_w	r22	jew					useitem				zz_w			-1	-1	red-dmg%			10	10	res-mag			10	10	block2			10	10	oskill		420	20	20																																																											0
亚马逊弓箭_1转	1		0	100	18	368	3	ama	3	sc_w	r03	jew					useitem				zz_w			-1	-1	swing			5	5	dmg%			5	5	att%			5	5	oskill		421	10	10																																																											0
亚马逊弓箭_2转	1		1	100	18	368	2	ama	3	sc_w	r13	jew					useitem				zz_w			-1	-1	swing			10	10	dmg%			10	10	c			10	10	oskill		421	20	20																																																											0
